id,gmt_modified,gmt_create,supplier_id,host,url,title,product_main_image,product_image_list,price,min_price,max_price,price_type,currency,pricing_unit,moq,cate_info_ai,keyword_ai,task_id,description,status,reason,main_image_object_key,image_list_object_key,final_state,page_record_id
7598,2025-12-04 07:37:24,2025-12-04 07:37:16,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/en/shrimps-carpacci/,"SHRIMPS CARPACCIO 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-Shrimps_Seite_Intro_Bild-768x782.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Shrimps-Verpackungen-2.jpg""]",,,,sku_price,,,1,"[{""catId"":609788,""catPath"":""Food and beverage => Seafood => Crustaceans"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609788""}]","{""keywords_english"":{""1"":""Shrimps Carpaccio"",""3"":""lactose-free"",""2"":""gluten-free""},""keywords"":{""1"":""Garnelen Carpaccio"",""3"":""laktosefrei"",""2"":""glutenfrei""}}",337,"Shrimps convince with their delicate taste and their diverse preparation possibilities. Gourmets particularly appreciate the mild, slightly nutty to sweet flavour. 
 Prinz for every occasion 
 
 quick and easy to prepare, ready to serve for HORECA and LOD - suitable as starter and main course, also for buffet or as bread topping - lactose-free, gluten-free, low-fat, high protein - sliced in trays 80 g, diced as tartare in trays 80 g and in pieces 750 g to cut, also available in other sales units on request - chilled (0 °C – 4 °C) or frozen (< -18 °C) 
 
",COMPLETE,,,,1,312182
7599,2025-12-04 07:37:24,2025-12-04 07:37:16,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/oktopuscarpacci/,"Oktopuscarpacci 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-slide_04.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Oktopus-Verpackungen-2.jpg""]",,,,sku_price,,80g,1,"[{""catId"":609797,""catPath"":""Food and beverage => Seafood => Octopus"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609797""}]","{""keywords"":{""1"":""Oktopuscarpaccio"",""2"":""HORECA servierfertig"",""3"":""laktosefrei glutenfrei""},""keywords_english"":{""1"":""octopus carpaccio"",""2"":""HORECA ready to serve"",""3"":""lactose free gluten free""}}",337,"EIN HOCHGENUSS AUS DER TIEFE DES MEERES 
 Unsere Oktopuscarpacci zeichnen sich durch ihr mageres, festes Fleisch aus. Die drei Varianten unterscheiden sich durch feine farbliche und strukturelle Eigenschaften. 
 Prinz für jeden Anlass 
 
 schnelle und einfache Zubereitung, servierfertig für den HORECA-Bereich und Detailhandel 
 als Vor- und Hauptspeise geeignet, auch fürs Büffet oder als Brotbelag 
 laktosefrei, glutenfrei, fettarm, hoher Proteingehalt 
 in Scheiben geschnitten in Schalen 80 g, gewürfelt als Tartare in Schalen 80 g und im Stück 750 g zum selber schneiden, auf Wunsch auch in anderen Verkaufseinheiten erhältlich 
 frisch (0 °C – 4 °C) oder tiefgekühlt (< -18 °C) 
 
",COMPLETE,,,,1,312164
7600,2025-12-04 07:37:24,2025-12-04 07:37:16,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/en/seppie-carpacci/,"Seppie Carpaccio 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-slide_02-768x752.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Seppie-Verpackungen-2.jpg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/high-protein-grau.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/low-fat-grau.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/lactose-free.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/gluten-free.svg""]",,,,sku_price,,80g,1,"[{""catId"":609782,""catPath"":""Food and beverage => Seafood => Seafood (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609782""}]","{""keywords"":{""1"":""Seppie Carpaccio"",""2"":""Cuttlefish Carpaccio"",""3"":""Gluten-free high-protein""},""keywords_english"":{""1"":""Seppie Carpaccio"",""2"":""Cuttlefish Carpaccio"",""3"":""Gluten-free high-protein""}}",337,"A FEAST FOR GOURMETS 
 Cuttlefish taste very mild and not like fish. The firm Carpaccio is a flavourful and visual highlight on any menu. 
 Prinz for every occasion 
 
 quick and easy to prepare, ready to serve for HORECA and LOD - suitable as starter and main course, also for buffet or as bread topping - lactose-free, gluten-free, low-fat, high protein - sliced in trays 80 g and in pieces 600 g to cut, also available in other sales units on request - chilled (0 °C – 4 °C) or frozen (< -18 °C) [END LIST] 
 
",COMPLETE,,,,1,312176
7601,2025-12-04 07:37:31,2025-12-04 07:37:23,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/it/carpacci-di-mazzancolle/,"Carpacci di Mazzancolle 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-Shrimps_Seite_Intro_Bild-768x782.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Shrimps-Verpackungen-2.jpg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/high-protein-grau.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/low-fat-grau.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/lactose-free.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/gluten-free.svg""]",,,,sku_price,,,1,"[{""catId"":609783,""catPath"":""Food and beverage => Seafood => Shellfish => Shellfish (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609783""}]","{""keywords_english"":{""1"":""Shrimp Carpaccio"",""3"":""lactose-free"",""2"":""Tropical Shrimp""},""keywords"":{""1"":""Carpacci di Mazzancolle"",""3"":""senza lattosio"",""2"":""Mazzancolle tropicali""}}",337,"Carpacci di Mazzancolle 
 DELIZIOSO ED ELEGANTE NEL GUSTO 
 I gamberi convincono per il loro gusto delicato e le diverse possibilità di preparazione. I buongustai apprezzano in particolare il sapore delicato, leggermente nocciolato o dolce. 
 Prinz per ogni occasione 
 
 preparazione facile e veloce, pronto al consumo per HORECA e GDO 
 ideale come antipasto e piatto principale, oppure per un buffet o come condimento per il pane 
 senza lattosio, senza glutine, a basso contenuto di grassi, ad alto contenuto di proteine 
 affettato in vaschette da 80 g, tagliato a cubetti – tartare – in vaschette da 80 g e pezzo da 750 g da affettare, su richiesta disponibile anche in altri formati 
 fresco (0 °C – 4 °C) o congelato (< -18 °C) 
 
 Carpaccio di Mazzancolle 
 Carpaccio di Mazzancolle con ALGHE WAKAME 
 Carpaccio di Mazzancolle con MANGO 
 Carpaccio di Mazzancolle 
 Mazzancolle tropicali (litopenaeus vannamei) provengono da allevamenti certificati da Indonesia e Vietnam, carne soda di colore bianco-arancio, sapore leggermente nocciolato 
 Carpaccio di Mazzancolle con ALGHE WAKAME 
 Mazzancolle tropicali (litopenaeus vannamei) provengono da allevamenti certificati da Indonesia e Vietnam con alghe Wakame (undaria pinnatifida), struttura soda di colore arancio-verde, saporito 
 Carpaccio di Mazzancolle con MANGO 
 Mazzancolle tropicali (litopenaeus vannamei) provengono da allevamenti certificati da Indonesia e Vietnam con purea di mango, struttura soda di colore arancio brillante, sapore dolce e fresco 
",COMPLETE,,,,1,312203
7602,2025-12-04 07:37:32,2025-12-04 07:37:24,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/it/,"CARPACCIO DI POLPO 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio_intro_oktopus.jpg,,,,,sku_price,,,1,"[{""catId"":609797,""catPath"":""Food and beverage => Seafood => Octopus"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609797""}]","{""keywords_english"":{""1"":""OCTOPUS CARPACCIO"",""3"":""mollusks and crustaceans"",""2"":""high quality cooked fish""},""keywords"":{""1"":""CARPACCIO DI POLPO"",""3"":""molluschi e crostacei"",""2"":""pesce cotto di altissima qualità""}}",337,"Vai al contenuto 
 PRINZ 
 GOURMETLINE 
 I nostri carpacci di pesce cotto di altissima qualità non dovrebbero mancare in nessun menù. 
 Tagliati a fette o a cubetti, insaporiti con insalata, verdure e condimenti, diventano in poco tempo un leggero piatto estivo. In abbinamento a risotto, pasta o polenta si possono creare raffinati secondi piatti. Ideale anche come salume di pesce nel buffet della colazione. 
 La qualità Prinz 
 Il pesce fa semplicemente parte di una dieta equilibrata. I nostri Carpacci di cefalopodi e gamberi sono a basso contenuto di grassi, ricchi di proteine, senza lattosio e senza glutine e disponibili anche refrigerati o surgelati. Insomma: sano e buono. 
 CARPACCI DI POLPO 
 Prelibate delizie dalle profondità del mare 
 CARPACCI DI MAZZANCOLLE 
 Delizioso ed elegante nel gusto 
 CARPACCI DI SEPPIE 
 Una festa per i buongustai 
 CARPACCIO MARE 
 Una varietà del mare 
 LA NOSTRA 
 MISSIONE 
 Il nostro obiettivo è sviluppare e fornire prodotti pronti da servire a base di molluschi e crostacei di prima scelta, conservando il particolare sapore dei frutti di mare. Vogliamo offrire ai nostri clienti del settore HORECA e GDO piatti pronti refrigerati e congelati di altissima qualità. 
 0+ 
 CONTROLLI DI QUALITÀ 
 ALL'ANNO 
 
 0 
 
 KG DI EMISSIONI CO2 RISPARMIATE 
 ANNUALMENTE CON IMPIANTO FOTOVOLTAICO 
 Riconoscimenti internazionali 
 ALTAMENTE PREMIATO 
 I nostri premi e riconoscimenti 
 HO DEI GUSTI SEMPLICISSIMI: 
 MI ACCONTENTO SEMPRE DEL MEGLIO 
 Oscar Wilde 
 I NOSTRI CONSIGLI DI PREPARAZIONE 
 Alcuni modi deliziosi per preparare i nostri Carpacci di mare. 
",COMPLETE,,,,1,312159
7603,2025-12-04 07:37:38,2025-12-04 07:37:31,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/shrimpscarpacci/,"Shrimpscarpacci 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-Shrimps_Seite_Intro_Bild-768x782.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Shrimps-Verpackungen-2.jpg""]",,,,sku_price,,80g,1,"[{""catId"":609788,""catPath"":""Food and beverage => Seafood => Crustaceans"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609788""}]","{""keywords"":{""1"":""Shrimps"",""2"":""hoher Proteingehalt"",""3"":""schnelle Zubereitung""},""keywords_english"":{""1"":""Shrimps"",""2"":""high protein content"",""3"":""quick preparation""}}",337,"Shrimps überzeugen durch ihren delikaten Geschmack und ihre vielfältigen Zubereitungsmöglichkeiten. Feinschmecker schätzen vor allem die milde, leicht nussig bis süßliche Note. 
 Prinz für jeden Anlass 
 
 schnelle und einfache Zubereitung, servierfertig für den HORECA-Bereich und Detailhandel 
 als Vor- und Hauptspeise geeignet, auch fürs Büffet oder als Brotbelag 
 laktosefrei, glutenfrei, fettarm, hoher Proteingehalt 
 erhältlich in Scheiben geschnitten in Schalen 80 g und im Stück 600 g zum selber schneiden, auf Wunsch auch in anderen Verkaufseinheiten erhältlich 
 frisch (0 °C – 4 °C) oder tiefgekühlt (< -18 °C) 
 
",COMPLETE,,,,1,312165
7604,2025-12-04 07:37:40,2025-12-04 07:37:32,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/it/prinz-gourmetline/,"GOURMETLINE CARPACCI 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio_1-768x768.jpg,"[""https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio_2-768x768.jpg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio_3-768x768.jpg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio_4-768x768.jpg""]",,,,sku_price,,,1,"[{""catId"":609797,""catPath"":""Food and beverage => Seafood => Octopus"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609797""}]","{""keywords_english"":{""1"":""Octopus Carpaccio"",""3"":""high-quality seafood"",""2"":""ready-to-serve products""},""keywords"":{""1"":""Carpaccio di Polpo"",""3"":""frutti di mare di alta qualità"",""2"":""prodotti pronti da servire""}}",337,"PRINZ GOURMETLINE CARPACCI 
 I NOSTRI INIZI 
 La Prinz Gourmetline Srl è stata fondata nel 2001. 
 In un’area separata della macelleria dei suoi genitori, Michael Schanung, insieme allo chef Markus Aschbacher, ha iniziato a sviluppare un Carpaccio di Polpo di alta qualità. Il risultato ha dato fiducia: un prodotto fresco, pronto da servire, senza conservanti. 
 Nel 2003 con il loro primo prodotto, gli altoatesini hanno partecipato al concorso annuale per nuovi prodotti Seafood Prix d’Elite in occasione della più grande fiera ittica europea a Bruxelles. Il risultato ha stupito tutti: miglior prodotto di vendita al dettaglio e miglior prodotto gastronomico, prodotto più sano, più pratico e più originale, nonché miglior imballaggio. Il record precedente di tre “Seafood Prix d’Elite Awards” vinti da un’unica azienda è stato di gran lunga superato. Solo nella categoria “Miglior linea di prodotti” l’azienda non ha potuto trionfare, poiché all’epoca non esisteva una linea di prodotti. 
 Da allora, la Prinz Gourmetline Srl è cresciuta costantemente e rifornisce clienti in tutto il mondo. 
 Riconoscimenti internazionali 
 I NOSTRI PREMI E RICONOSCIMENTI 
 
 2003 Seafood Prix d’Elite – 6 premi per il Carpaccio di Polpo (Best Retail Product, Best Foodservice Product, Healthiest Seafood Product, Most Convenient New Product, Most Original New Product, Best Retail Packaging for a New Seafood Product) 
 2003 Giovane imprenditore dell’anno Alto Adige – 2° posto 
 2003 New Foods Innovations-Wettbewerb 2003 (Verlag Hamburg) 2° posto per l’idea del prodotto e la qualità sensoriale 
 2004 Finalist Seafood Prix d‘Elite – con il Carpaccio di Mazzancolle 
 2005 Finalist Seafood Prix d’Elite – con il Carpaccio Mare 
 2011 Finalist Seafood Prix d’Elite – con il Carpaccio di Aringhe 
 2020 European Private Label Awards Meat & Seafood – Retailer: Conad 2° classificato con Carpaccio di Polpo Premium, Carpaccio di Mazzancolle con alghe Wakame, Carpaccio di Mazzancolle con Mango, Carpaccio di Seppia al Nero di Seppia, Carpaccio di Seppia con Frutto della Passione 
 
 STANDARD ELEVATI 
 Il nostro obiettivo è sviluppare e fornire prodotti pronti da servire a base di molluschi e crostacei di prima scelta, conservando il particolare sapore dei frutti di mare. Vogliamo offrire ai nostri clienti del settore HORECA e GDO piatti pronti refrigerati e congelati di altissima qualità. 
 ORIGINE 
 ZONE DI PESCA 
 FAO 34 octopus vulgaris
FAO 51 / FAO 71 octopus cyanea
FAO 87 dosidicus gigas
FAO 71 sepiella japonica 
 100% QUALITÀ DA GUSTARE 
 Il nostro impegno verso l’innovazione continua a crescere grazie alla nostra passione e alla nostra conoscenza dell’industria di prodotti alimentari di prima qualità. 
",COMPLETE,,,,1,312177
7605,2025-12-04 07:37:42,2025-12-04 07:37:34,c949ff6c-a1cf-4d41-8ac9-87563d951275,prinz-italia.it,https://prinz-italia.it/en/octopus-carpacci/,"OCTOPUS CARPACCIO 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-slide_04.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Oktopus-Verpackungen-2.jpg""]",,,,sku_price,,,1,"[{""catId"":609797,""catPath"":""Food and beverage => Seafood => Octopus"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609797""}]","{""keywords_english"":{""1"":""Octopus Carpaccio"",""3"":""high-protein"",""2"":""lactose-free""},""keywords"":{""1"":""Oktopus-Carpaccio"",""3"":""proteinreich"",""2"":""laktosefrei""}}",337,"Our Octopus Carpacci are characterised by their lean, firm meat. The three varieties differ in their fine colour and textural characteristics. 
 Prinz for every occasion 
 
 quick and easy to prepare, ready to serve for HORECA and LOD 
 suitable as starter and main course, also for buffet or as bread topping 
 lactose-free, gluten-free, low-fat, high protein 
 sliced in trays 80 g, diced as tartare in trays 80 g and in pieces 750 g to cut, also available in other sales units on request 
 chilled (0 °C – 4 °C) or frozen (< -18 °C) 
 
 I HAVE THE SIMPLEST TASTES: 
 I AM ALWAYS SATISFIED WITH THE BEST 
 Oscar Wilde 
 SERVING SUGGESTIONS 
 Some delicious ways to prepare our sea carpacci. 
",COMPLETE,,,,1,312194
7606,2025-12-04 07:37:47,2025-12-04 07:37:40,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/it/carpaccio-mare/,"Carpaccio Mare 
",https://www.prinz-italia.it/wp-content/uploads/2022/12/prinz-carpaccio-Mare_Seite_Intro_Bild2-768x782.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Mare-Verpackungen-2.jpg""]",,,,sku_price,,,1,"[{""catId"":609782,""catPath"":""Food and beverage => Seafood => Seafood (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609782""}]","{""keywords"":{""1"":""carpaccio di mare"",""2"":""calamari polpi gamberi"",""3"":""senza glutine""},""keywords_english"":{""1"":""sea carpaccio"",""2"":""squid octopus shrimp"",""3"":""gluten-free""}}",337,"UNA VARIETÀ DEL MARE 
 Gustate tutti i sapori del mare in un solo boccone. Calamari, polpi e gamberi si uniscono per creare questa specialità e le conferiscono una varietà di colori che va dal viola al rosa al bianco tenue. 
 Prinz per ogni occasione 
 
 preparazione facile e veloce, pronto al consumo per HORECA e GDO - ideale come antipasto e piatto principale, oppure per un buffet o come condimento per il pane - senza lattosio, senza glutine, a basso contenuto di grassi, ad alto contenuto di proteine - affettato in vaschette da 80 g, tagliato a cubetti – tartare – in vaschette da 80 g e pezzo da 750 g da affettare, su richiesta disponibile anche in altri formati - fresco (0 °C – 4 °C) o congelato (< -18 °C) 
 
 CARPACCIO MARE 
 Totano gigante del pacifico (dosidicus gigas) pescato nel Pacifico sud-orientale, polpo indopacifico (octopus cyanea) pescato nell'Oceano Indiano occidentale e mazzancolle tropicali (litopenaeus vannamei) provenienti da allevamenti certificati da Indonesia e Vietnam 
 Carpaccio Mare richiesta 
 HO DEI GUSTI SEMPLICISSIMI: 
 MI ACCONTENTO SEMPRE DEL MEGLIO 
 Oscar Wilde 
 I NOSTRI CONSIGLI DI PREPARAZIONE 
 Alcuni modi deliziosi per preparare i nostri Carpacci di mare. 
",COMPLETE,,,,1,312205
7609,2025-12-04 07:38:25,2025-12-04 07:38:09,c949ff6c-a1cf-4d41-8ac9-87563d951275,www.prinz-italia.it,https://www.prinz-italia.it/seppiecarpacci/,"Seppiecarpaccio 
",https://www.prinz-italia.it/wp-content/uploads/2022/11/prinz-carpaccio-slide_02-768x752.png,"[""https://www.prinz-italia.it/wp-content/uploads/2025/08/prinz-carpaccio-Seppie-Verpackungen-2.jpg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/high-protein-grau.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/low-fat-grau.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/lactose-free.svg"",""https://www.prinz-italia.it/wp-content/uploads/2022/11/gluten-free.svg""]",,,,sku_price,,,1,"[{""catId"":609783,""catPath"":""Food and beverage => Seafood => Shellfish => Shellfish (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609783""}]","{""keywords"":{""1"":""Seppiecarpaccio"",""2"":""Japanische Sepia"",""3"":""Bissfester Carpaccio""},""keywords_english"":{""1"":""Cuttlefish carpaccio"",""2"":""Japanese cuttlefish"",""3"":""Firm carpaccio""}}",337,"Sepien schmecken sehr mild und an sich nicht nach Fisch. Der bissfeste Carpaccio wird aus der Japanischen Sepia zubereitet, die im Westlichen Pazifischen Ozean beheimatet ist. Geschmacklich wie optisch ein Highlight auf jedem Menü. 
 Prinz für jeden Anlass 
 
 schnelle und einfache Zubereitung, servierfertig für den HORECA-Bereich und Detailhandel 
 als Vor- und Hauptspeise geeignet, auch fürs Büffet oder als Brotbelag 
 laktosefrei, glutenfrei, fettarm, hoher Proteingehalt 
 erhältlich in Scheiben geschnitten in Schalen 80 g, im Stück 600 g zum selber schneiden, auf Wunsch auch in anderen Verkaufseinheiten erhältlich 
 frisch (0 °C – 4 °C) oder tiefgekühlt (< -18 °C) 
 
",COMPLETE,,,,1,312167
