id,gmt_modified,gmt_create,supplier_id,host,url,title,product_main_image,product_image_list,price,min_price,max_price,price_type,currency,pricing_unit,moq,cate_info_ai,keyword_ai,task_id,description,status,reason,main_image_object_key,image_list_object_key,final_state,page_record_id
5992,2025-12-02 12:26:36,2025-12-02 12:26:28,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/green-steel-unterwegs-an-rhein-und-ruhr,"bluemint® Steel-Produkte von thyssenkrupp Steel Europe 
",https://www.spaeter.de/fileadmin/_processed_/4/6/csm_vAV_LKW_stage_f8167881bf.jpg,,,,,sku_price,,,1,"[{""catId"":611895,""catPath"":""Metal and metal products => Metal Materials => Steel => Steel (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611895""}]","{""keywords_english"":{""1"":""bluemint® Steel"",""2"":""green steel"",""3"":""thyssenkrupp Steel Europe""},""keywords"":{""1"":""bluemint® Steel"",""2"":""grüner Stahl"",""3"":""thyssenkrupp Steel Europe""}}",306,"VON ASCHENBACH & VOSS Krefeld setzt ein Zeichen für „grünen Stahl“ im Straßenbild an Rhein und Ruhr. 
 Mit dem völlig überarbeiteten Design unserer LKW sorgen wir jetzt erstmals auch an Rhein und Ruhr ein Zeichen im Sinne der grünen Transformation der Stahlwirtschaft. Wir zeigen mit dem Fahrzeug der VON ASCHENBACH & VOSS GmbH jetzt auch hier im Straßenbild sehr plakativ, wofür die SPAETER Gruppe steht: Nachhaltigkeit im Handel(n) und partnerschaftliche Beziehungen mit unseren Kunden und Lieferanten. Auf der Ladefläche und auch auf der Plane mit im Gepäck: bluemint® Steel-Produkte von unserem wichtigen Lieferanten thyssenkrupp Steel Europe. 
 Weitere Fahrzeuge im neu gestalteten Design sind bereits in Berlin unterwegs und folgen Zug um Zug und an weiteren Standorten. Auch hier handeln wir nachhaltig: Wir tauschen keine Plane aus reinen Marketingzwecken, sondern dann, wenn es auch technisch erforderlich ist oder ein neues Fahrzeug zum Einsatz kommt. Und natürlich werden künftig alle neuen Fahrzeuge und Sattelauflieger ebenfalls im neuen Design ausgeliefert und auf CSGreen® von SPAETER hinweisen. Übrigens: Die bluemint® recycled Flachprodukte werden durch die Unternehmen der SPAETER Gruppe unter unserer Eigenmarke CSGreen® als CSGreen®67 vermarktet. Damit machen wir deutlich: Durch den Einsatz dieses Produkts kann der CO₂-Fußabdruck gegenüber einem vergleichbaren herkömmlich erzeugten Stahlerzeugnis (im globalen Durchschnitt) um 67% verringert werden. Ein wichtiger – und preisgünstiger – Schritt zu Vermeidung von CO₂ in der Lieferkette. Alle Infos zu unserem CSGreen®-Lieferprogramm finden Sie jederzeit auf unserer CSGreen® Landingpage im Internet. Wir sind CARL SPAETER. Verlässlich. Unabhängig. Nachhaltig. 
",COMPLETE,,,,1,289833
5993,2025-12-02 12:26:39,2025-12-02 12:26:29,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/produkte/produktfinder/0/1/51/Alle-Produkte,"Stabstahl geschmiedet Walzstahl 
",https://www.spaeter.de/fileadmin/_processed_/4/e/csm_SPAETER-produktfinder-key_1268b35826.jpg,,,,,sku_price,,,1,"[{""catId"":611918,""catPath"":""Metal and metal products => Metal Materials => Steel => Rolled Steel"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611918""}]","{""keywords_english"":{""3"":""Rolled Steel"",""2"":""Forged"",""1"":""Bar Steel""},""keywords"":{""3"":""Walzstahl"",""2"":""geschmiedet"",""1"":""Stabstahl""}}",306,"Sie sind Profi in Ihrem Geschäft und erwarten professionelle Zusammenarbeit? Das trifft sich gut, denn das können Sie von uns auch erwarten. Und zwar unabhängig davon, was Sie benötigen. 
 Was suchen Sie? 
 Geben Sie hier Ihren Suchbegriff ein – eine Produkbezeichnung, Artikel-Nummer, Norm oder auch Standort oder Produktgruppe. Un unserem Produktfinder hilft Ihnen, den richtigen Ansprechpartner und Standort für Ihre Anfrage zu finden. 
",COMPLETE,,,,1,290028
5994,2025-12-02 12:26:54,2025-12-02 12:26:47,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/standorte/spaeter-duisburg-aluminium/produkte/walzprodukte/platten,"Aluminium Platten 
",https://www.spaeter.de/fileadmin/user_upload/produkte/Aluminum/Renderings/spaeter-produkte-aluminium-platten-massiv.jpg,,,,,sku_price,,,1,"[{""catId"":612020,""catPath"":""Metal and metal products => Metal Plates"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=612020""}]","{""keywords_english"":{""1"":""Aluminum"",""2"":""Plates"",""3"":""Delivery Program""},""keywords"":{""1"":""Aluminium"",""2"":""Platten"",""3"":""Lieferprogramm""}}",306,"Mehr zum Produkt 
 Duisburg Thorsten Klotz Verkaufsleitung 
 Tel: +49 203 2818 197 
 Mail: t.klotz@spaeter.de 
 .pdf 2 MB 
 Lieferprogramm Aluminium 
 Anruf oder Termin vereinbaren 
",COMPLETE,,,,1,290186
5995,2025-12-02 12:27:02,2025-12-02 12:26:54,b7852a64-6831-4ec0-b515-cf233571cd35,chancen.spaeter.de,https://chancen.spaeter.de/stellenangebote/ausbildung-kaufmann-frau-fuer-gross-und-aussenhandelsmanag,"Neben Walz- und Edelstahlprodukten liegt der Schwerpunkt auf Hydraulikprodukten. 
",https://chancen.spaeter.de/fileadmin/_processed_/8/6/csm_SPAETER-standort-holzrichter-wuppertal_f66c68cc7d.jpg,"[""https://chancen.spaeter.de/fileadmin/_processed_/3/8/csm_verwaltung_f1169c2efc.jpg"",""https://chancen.spaeter.de/fileadmin/_processed_/0/d/csm_Wuppertal_1_6693c18357.jpg""]",,,,sku_price,,,1,"[{""catId"":606287,""catPath"":""Fluid technology => Hydraulic Components => Industrial Hydraulics"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=606287""}]","{""keywords_english"":{""1"":""Hydraulic products"",""2"":""Training merchant"",""3"":""Invoice and payment transactions""},""keywords"":{""1"":""Hydraulikprodukte"",""2"":""Ausbildung Kaufmann/-frau"",""3"":""Rechnungs- und Zahlungsverkehr""}}",306,"Ausbildung Kaufmann/-frau für Groß- und Außenhandelsmanagement (w/m/d) 
 Stellentyp: Auszubildende/r
Einsatzort: Wuppertal
Start: zum 1. August 2026 
 Das bringst du mit 
 
 Dein schulischer Abschluss ist die Allgemeine Hochschulreife, Fachhochschulreife oder ein guter mittlerer Schulabschluss. 
 Du bist ein Teamplayer. Ein partnerschaftlicher Umgang miteinander und Kommunikation auf Augenhöhe sind dir wichtig. 
 Du hast Freude am Umgang mit Menschen, dabei gehst du aufgeschlossen und freundlich auf andere zu. 
 Du kannst deine Anliegen mündlich und schriftlich gut formulieren. 
 Es macht dir Spaß, Aufgaben selbstständig und aktiv anzugehen. Dabei arbeitest du sorgfältig und behältst den Überblick. 
 
 Deine Aufgaben 
 
 Du kaufst Waren und Dienstleistungen bei Herstellern ein und verkaufst diese an Handels-, Handwerks- und Industrieunternehmen. 
 Du führst mit unseren Kunden Verkaufsgespräche und bearbeitest deren Anfragen, dafür kalkulierst du Preise und erstellst Angebote. 
 Du holst Angebote ein, vergleichst die Angebotskonditionen und führst Einkaufsverhandlungen mit Lieferanten. 
 Du organisierst die termingerechte Lieferung der Ware an den richtigen Ort. 
 Du sorgst für einen reibungslosen Ablauf des Rechnungs- und Zahlungsverkehrs. 
 
 Carl Spaeter warum? 
 360° Ausbildung 
 Carl Spaeter bietet dir eine allumfassende Ausbildung mit herausfordernden und spannenden Tätigkeiten, und das Tag für Tag. 
 Corporate Benefits 
 Jeder Standort bietet dir individuelle Vorteile. Von einem Mitarbeiter-Bonusprogramm bis hin zu exklusiven internen und externen Events in Teams. 
 Weiterbildung 
 Wir investieren laufend in Fort- und Weiterbildungsmöglichkeiten. Profitiere von Sprachkursen oder melde dich für Fortbildungen in deiner Abteilung an. 
 Familienunternehmen 
 Wir sind ein Unternehmen, das bereits in der fünften Generation geführt wird. Wir legen Wert auf langfristige Beziehungen und eine familiäre Atmosphäre. 
 Die wichtigsten Benefits im Überblick 
 
 Weihnachtsgeld / Urlaubsgeld / vermögenswirksame Leistungen 
 Ausbildungsvergütung 
 Eigener PC / Arbeitsplatz 
 Interne / externe Schulungen 
 Projektarbeit 
 Prüfungsvorbereitung 
 Berufliche Perspektive / Übernahmechancen 
 Flexible Arbeitszeiten 
 Kostenfreie Getränke 
 Ausbildungsplan 
 Kostenfreie Parkplätze 
 
",COMPLETE,,,,1,289791
5996,2025-12-02 12:27:04,2025-12-02 12:26:56,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/standorte/von-aschenbach-voss/produkte/flachprodukte-coils,"Flachprodukte / Coils 
",https://www.spaeter.de/fileadmin/_processed_/0/0/csm_spaeter-hacklaender-flachprodukte-kv_8c76deed89.jpg,,,,,sku_price,,,1,"[{""catId"":611898,""catPath"":""Metal and metal products => Metal Materials => Steel => Flat Steel"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611898""}]","{""keywords_english"":{""3"":""plate sheets"",""2"":""strip sheets"",""1"":""thin sheets""},""keywords"":{""3"":""Quartobleche"",""2"":""Bandbleche"",""1"":""Feinbleche""}}",306,"Zu den Produkten 
 Vielseitigkeit in Qualität und Dimension. 
 In Sachen Stahlblech ist unsere Abteilung für Flachprodukte Ihr kompetenter Ansprechpartner für Feinbleche, Bandbleche und Quartobleche. 
 Um immer eine Lösung parat zu haben, bieten wir einen herausragenden Bearbeitungsservice, der unter anderem das Sandstrahlen und Grundieren sowie das nachträgliche Beizen und Fetten von Band- und Quartoblechen beinhaltet. 
 Zudem hören wir nicht bei Standardlagerformaten auf, denn durch die enge Kooperation mit Abcoilbetrieben sowie unserem eigenen Brenn- und Anarbeitungsbetrieb für Band- und Quartobleche sind wir in der Lage, die Bleche nach Ihren individuellen Vorgaben zuzuschneiden und eine schnelle sowie präzise Lieferung zu garantieren. 
",COMPLETE,,,,1,289759
5997,2025-12-02 12:27:05,2025-12-02 12:26:57,b7852a64-6831-4ec0-b515-cf233571cd35,csconnect-hannover.spaeter.de,https://csconnect-hannover.spaeter.de/CSConnect-Service/EDI-Anbindung/,"CSConnect-Service - EDI-Anbindung 
",https://csconnect-hannover.spaeter.de/media/73/fc/a1/1759346113/CSCONNECTSERVICE.png,"[""https://csconnect-hannover.spaeter.de/media/a1/c8/7f/1759389275/Entwurf 4.jpg""]",,,,sku_price,,,1,"[{""catId"":616249,""catPath"":""IT solutions => E-Commerce-Fullfillment"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=616249""}]","{""keywords_english"":{""1"":""EDI connection"",""2"":""automated data exchange"",""3"":""EDI interfaces""},""keywords"":{""1"":""EDI-Anbindung"",""2"":""automatisierter Datenaustausch"",""3"":""EDI-Schnittstellen""}}",306,"Automatisierter Datenaustausch per EDI 
 Mit unseren EDI-Schnittstellen (Electronic Data Interchange) tauschen Sie Daten direkt und automatisiert mit unserem System aus – ganz ohne manuelle Eingriffe. So optimieren Sie Ihre Prozesse, sparen Zeit und minimieren Fehler. 
 Jetzt EDI-Anbindung anfragen – wir beraten Sie gerne! 
",COMPLETE,,,,1,289977
5998,2025-12-02 12:27:08,2025-12-02 12:27:00,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/standorte/spaeter-oberhausen/erster-meilenstein-erreicht,"XCarb™-Stahlträger 
",https://www.spaeter.de/fileadmin/_processed_/5/9/csm_XCarb_-_Traeger_skaliert_51167f0563.jpg,,,,,sku_price,,,1,"[{""catId"":602841,""catPath"":""Building materials and supplies => Steel Beams"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=602841""}]","{""keywords_english"":{""1"":""XCarb™-steel beams"",""2"":""ArcelorMittal"",""3"":""sustainable production""},""keywords"":{""1"":""XCarb™-Stahlträger"",""2"":""ArcelorMittal"",""3"":""nachhaltige Produktion""}}",306,"Oberhausen, 12. Juni 2024 
 Erster Meilenstein erreicht: Lieferung von XCarb™-Stahlträgern per Waggon in Oberhausen eingetroffen! 
 Wir freuen uns, einen bedeutenden Schritt in Richtung Nachhaltigkeit verkünden zu dürfen. Heute haben wir unsere erste Lieferung von XCarb™-Stahlträgern von ArcelorMittal per Waggon erhalten! 
 XCarb™-Stahlträger, die mit erneuerbaren Energien und innovativem Produktionsverfahren hergestellt werden, reduzieren den CO₂-Fußabdruck unserer Kunden -auch unseren erheblich. Diese Programmerweiterung ist nicht nur ein Symbol für unseren Einsatz für die Umwelt, sondern auch ein verbindliches Versprechen an die kommenden Generationen. Nachhaltiges Handeln und Denken, getreu der Nachhaltigkeitsstrategie der gesamten SPAETER Gruppe. Dieses Thema ist elementarer Bestandteil unseres Wertegerüstes. 
 Ein riesiges Dankeschön an unseren Lieferanten ArcelorMittal und an unserem engagierten Team, die diesen Schritt möglich gemacht haben. Gemeinsam gestalten wir eine nachhaltigere Welt. 
 Erfahren Sie mehr über unser „grünes“ Lieferprogramm: CSGreen Lieferprogramm 
 Wir sind CARL SPAETER. Konsequent grün. Seit 1875. 
",COMPLETE,,,,1,289672
5999,2025-12-02 12:27:10,2025-12-02 12:27:02,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/standorte/holzrichter-wuppertal/produkte/coils-spaltband-ssc/feuerverzinktes-spaltband,"Feuerverzinktes Spaltband 
",https://www.spaeter.de/fileadmin/user_upload/produkte/Walzstahl/spaeter-produkte-coils-spaltband.jpg,,,,,sku_price,,,1,"[{""catId"":612076,""catPath"":""Metal and metal products => Metal Strips => Metal Strips (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=612076""}]","{""keywords_english"":{""1"":""Galvanized slit strip"",""2"":""zinc-coated steel strip"",""3"":""corrosion protection slit strip""},""keywords"":{""1"":""Feuerverzinktes Spaltband"",""2"":""verzinktes Stahlband"",""3"":""Korrosionsschutz Spaltband""}}",306,"Das könnte Sie auch interessieren 
 /fileadmin/processed/f/9/csm_spaeter-holzrichter-medien-teaser-s_df6ade97fb.jpg\n
Entdecken Sie unsere Medien und Downloads für mehr Informationen zu unseren Produkten und Services. 
 Zu den Medien & Downloads 
 /fileadmin/processed/7/7/csm_spaeter-holzrichter-kontakt-teaser-s_155107d72e.jpg\n
Sie haben Fragen? Nehmen Sie gerne Kontakt mit uns auf. 
 Zum Kontakt 
 Back to Top 
 Wir nutzen Cookies auf unserer Website. Einige von ihnen sind essenziell, während andere uns helfen, diese Website und Ihre Erfahrung zu verbessern. 
",COMPLETE,,,,1,290108
6000,2025-12-02 12:27:12,2025-12-02 12:27:04,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/standorte/hacklaender-kassel,"F. Hackländer GmbH Stahlhandel 
",https://www.spaeter.de/fileadmin/_processed_/4/7/csm_2024-02-08_15_05_15-Window_2155848d9e.jpg,"[""https://www.spaeter.de/fileadmin/_processed_/8/8/csm_spaeter-hacklaender-produkte-teaser-s_9beaa18d2a.jpg"",""https://www.spaeter.de/fileadmin/_processed_/8/9/csm_spaeter-hacklaender-service-teaser-s_d4652deb79.jpg"",""https://www.spaeter.de/fileadmin/_processed_/3/5/csm_spaeter-hacklaender-warum-teaser-s_6d8c1e85b5.jpg"",""https://www.spaeter.de/fileadmin/_processed_/a/1/csm_spaeter-hacklaender-ueber-uns-teaser-s2_bcf7b740f4.jpg"",""https://www.spaeter.de/fileadmin/_processed_/b/b/csm_spaeter-hacklaender-kontakt-teaser-s_a0c9389ab9.jpg"",""https://www.spaeter.de/fileadmin/_processed_/4/d/csm_spaeter-hacklaender-werkstoffpruefung-teaser-s_126cb655a0.jpg""]",,,,sku_price,,,1,"[{""catId"":611895,""catPath"":""Metal and metal products => Metal Materials => Steel => Steel (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611895""}]","{""keywords_english"":{""1"":""steel trade"",""2"":""high-quality steel products"",""3"":""SPAETER Group""},""keywords"":{""1"":""Stahlhandel"",""2"":""hochwertige Stahlprodukte"",""3"":""SPAETER Gruppe""}}",306,"Über 150 Jahre Kompetenz und Erfahrung im Stahlhandel. F. Hackländer GmbH. 
 Produkte Service Karriere 
 Vollsortimenter für Stahl. 
 Ihre erste Wahl für hochwertige Stahlprodukte und herausragenden Service! Mit über 150 Jahren an Kompetenz und Erfahrung im Stahlhandel sind wir stolz darauf, unseren Kunden qualitativ hochwertige Produkte und innovative Lösungen zu bieten. Unser umfassendes Know-how erstreckt sich über eine breite Palette von Stahlprodukten und Dienstleistungen. Durch kontinuierliche Investitionen in neue Technologien und Digitalisierung sind wir stets auf dem neuesten Stand und bieten Ihnen die besten Lösungen auf dem Markt. 
 Alles auf einen Blick 
 Produkte 
 Zum Produktsortiment 
 Services 
 Zu den Services 
 Warum HACKLÄNDER? 
 Zu den Vorteilen 
 Über uns 
 Mehr über uns erfahren 
 Kontakt 
 Zur Kontaktseite 
 Werkstoffprüfung 
 Zur Werkstoffprüfung 
 #CS150: Wir feiern 150 Jahre SPAETER Gruppe! 
 Die SPAETER Gruppe feiert 2025 ein besonderes Jubiläum: Vor 150 Jahren wurde die inzwischen traditionsreiche Firma CARL SPAETER in das Handelsregister eingetragen. Unter dem Hashtag #CS150 erfahren Sie alles über die Geschichte, die Gegenwart und die Zukunft der SPAETER Gruppe. 
 Mehr über Früher. Jetzt. Und SPAETER. erfahren 
 MEDAG Stahlhandel GmbH 
 Auf einer Lagerfläche von rund 7.000 m² inklusive modernem Hochregallager lagert unsere einhundertprozentige Tochtergesellschaft ein umfangreiches und gut sortiertes Produktsortiment. 
 Zur Homepage der MEDAG Stahlhandel GmbH 
 Ihre Karriere bei F. Hackländer GmbH 
 Sie möchten ein Teil von F. Hackländer werden? Das freut uns sehr! Neben Stellen für Berufserfahrene gibt es bei uns auch vielfältige Ausbildungsmöglichkeiten. Erfahren Sie mehr über das Arbeiten bei F. Hackländer und schauen Sie gerne in die aktuellen Stellenausschreibungen. Wir freuen uns auf Ihre Bewerbung! 
 Zur Karriereseite der F. Hackländer GmbH 
 Medien & Downloads 
 Hier finden Sie alle Downloads, sowie weitere Medien über uns und unsere Produkte. 
 Zu den Medien & Downloads 
 Schreiben Sie uns! 
 Interesse an oder Fragen zu unseren Produkten? Wir freuen uns auf Ihre Anfrage! 
",COMPLETE,,,,1,289619
6001,2025-12-02 12:27:13,2025-12-02 12:27:04,b7852a64-6831-4ec0-b515-cf233571cd35,www.spaeter.de,https://www.spaeter.de/produkte/produktfinder/0/4/34/Alle-Produkte,"Platten Aluminium 
",https://www.spaeter.de/fileadmin/_processed_/4/e/csm_SPAETER-produktfinder-key_1268b35826.jpg,,,,,sku_price,,,1,"[{""catId"":612020,""catPath"":""Metal and metal products => Metal Plates"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=612020""}]","{""keywords_english"":{""3"":""Product Finder"",""2"":""Aluminum"",""1"":""Plates""},""keywords"":{""3"":""Produktfinder"",""2"":""Aluminium"",""1"":""Platten""}}",306,"Das sind unsere Produktfinder, die Ihnen helfen, den richtigen Produktansaft zu finden. Geben Sie Ihren Suchbegriff ein, und unsere Systeme zeigen Ihnen die entsprechenden Produkte und Standorte an. Auf diese Weise können Sie unmittelbar anfangen, Ihr nächstes Projekt zu planen. 
",COMPLETE,,,,1,289843
