offer_id,title,description,keywords,category_id,import_task_id,import_task_id,import_task_status,import_task_created_at,url
0bd2cdfc-d4ab-48e5-929c-92895fd2314e,Microtouch,"Das Microtouch-System ist eine innovative Lösung für die Verwaltung von Warteschlangen in verschiedenen Dienstleistungsbereichen. Es bietet eine nahtlose Integration mit seriellen Geräten und ermöglicht die Verwaltung von bis zu 12 Warteschlangen und 20 Anrufstationen. Mit fortschrittlichen Funktionen zur Prioritätsverwaltung und Ticketweiterleitung ist es ideal für Unternehmen, die eine effiziente und flexible Lösung zur Kundenbetreuung suchen. Die Benutzerfreundlichkeit und die Möglichkeit, mehrere Dienste gleichzeitig zu verwalten, machen es zu einer bevorzugten Wahl für viele Unternehmen.","[""System für die Verwaltung von Warteschlangen"", ""Software für Touch-Screen-Systeme"", ""Anrufmanagement-Software"", ""Ticketrollen für das Warteschlangenmanagement"", ""Touchscreen-Monitor"", ""Touch-Screen-Systeme"", ""Management-Software"", ""Berührungs-Bildschirm"", ""elektronische Systeme zur Vermeidung von Warteschlangen"", ""Prozessleittechniken"", ""Handlinggerät"", ""Touch-Screen-Bedienpanels"", ""Handling-Gerät"", ""Bediengriffe"", ""Werkerführungssoftware für Montage""]",607466,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
b1bea610-63f1-4bcb-997b-36190093377c,Q-einzelhandel,"Das Q-einzelhandel-System ist speziell für den Einzelhandel entwickelt worden, um die Kundenbetreuung zu optimieren und Wartezeiten zu minimieren. Es handelt sich um ein fortschrittliches Warteschlangenmanagementsystem, das bis zu zwei separate Warteschlangen verwalten kann. Mit der Möglichkeit, multimediale Inhalte aus der Ferne zu verwalten, bietet es eine moderne Lösung für Geschäfte, die ihren Kundenservice verbessern möchten. Die Integration mit dem Visel Cloud ermöglicht eine einfache Verwaltung und Anpassung der Inhalte, was es zu einer flexiblen und effizienten Lösung für den Einzelhandel macht.","[""Einzelhandel"", ""Anwendungen für den Einzelhandel"", ""Lebensmitteleinzelhandel"", ""Lampen-Einzelhandel"", ""Software für den Einzelhandel"", ""Verpackung, Gross- und Einzelhandel"", ""Ladeneinrichtungen für den Einzelhandel"", ""Shop-Systeme"", ""Kassenbereiche für den Einzelhandel"", ""Ausstattung für einzelhandelsketten"", ""Ladeneinrichtungen für den Textil-Einzelhandel"", ""Klimaanlagen, Gross- und Einzelhandel"", ""Bekleidungsgeschäfte"", ""Textilienhandel"", ""E-Commerce-Site""]",613547,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
54dea59c-38ec-4a71-bcf9-ace555784ffa,Drehsystem minipunkt,"Das Drehsystem minipunkt ist ein klassisches LED-Warteschlangensystem, das sich durch seine einfache Bedienung und Zuverlässigkeit auszeichnet. Es ist ideal für Unternehmen, die eine kostengünstige und effektive Lösung zur Verwaltung von Warteschlangen suchen. Mit seiner robusten Bauweise und der Fähigkeit, in verschiedenen Umgebungen eingesetzt zu werden, bietet es eine langlebige Lösung für die Kundenbetreuung. Die einfache Installation und der geringe Wartungsaufwand machen es zu einer beliebten Wahl für viele Unternehmen.","[""System für die Verwaltung von Warteschlangen"", ""Ticketrollen für das Warteschlangenmanagement"", ""elektronische Systeme zur Vermeidung von Warteschlangen"", ""Prozessleitsystem, digital"", ""Prozessleitsystem"", ""Drehscheiben"", ""Prozessleitsysteme, digital"", ""Prozessleitsysteme"", ""Prozessleitsystem, digitale"", ""Positionssteuerung"", ""Kundenrufsystem"", ""Drehscheibe"", ""Prozessleitsysteme, digitale"", ""Positioniersystem"", ""Drehkreuze für Zugangsmanagement""]",614798,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
c54888f5-32ff-4269-b4c4-8e973e3b4b55,Q-system,"Das Q-system ist die fortschrittlichste Lösung in der Visel-Produktpalette für das Warteschlangenmanagement. Es ist darauf ausgelegt, komplexe Anforderungen an die Verwaltung von Warteschlangen in Umgebungen mit mehreren Schaltern, Räumen oder Büros zu erfüllen. Mit seiner Fähigkeit, verschiedene Dienste gleichzeitig zu verwalten und die Kundenbetreuung zu optimieren, bietet es eine umfassende Lösung für Unternehmen, die ihre Effizienz steigern möchten. Die fortschrittlichen Funktionen zur Verwaltung von Warteschlangen und die Möglichkeit zur Integration mit anderen Systemen machen es zu einer idealen Wahl für große Organisationen.","[""System für die Verwaltung von Warteschlangen"", ""Ticketrollen für das Warteschlangenmanagement"", ""elektronische Systeme zur Vermeidung von Warteschlangen"", ""Workflow-Systeme"", ""Prozessleitsystem"", ""Prozessleitsysteme"", ""Prozessleitsystem, digital"", ""Workflow-System"", ""Prozess-Leitsystem"", ""Prozess-Leitsysteme"", ""Prozessleitsysteme, digital"", ""Warenausgabe-System"", ""Kundenrufsystem"", ""Workflowsysteme"", ""Warenausgabesystem""]",607393,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
d4d7995e-09fc-483c-89d1-a091ef8df486,Microtouch lite,"Das Microtouch lite ist eine leichtere Variante des MicroTouch-Systems, das speziell für den Einsatz in Umgebungen mit mehreren Diensten entwickelt wurde. Es bietet eine stilvolle und effiziente Lösung zur Verwaltung von Warteschlangen und ist ideal für Unternehmen, die eine flexible und kostengünstige Lösung suchen. Mit seiner Fähigkeit, mehrere Dienste gleichzeitig zu verwalten und die Kundenbetreuung zu optimieren, bietet es eine umfassende Lösung für Unternehmen, die ihre Effizienz steigern möchten. Die einfache Installation und der geringe Wartungsaufwand machen es zu einer beliebten Wahl für viele Unternehmen.","[""System für die Verwaltung von Warteschlangen"", ""Touchscreen-Monitor"", ""Anrufmanagement-Software"", ""Software für Touch-Screen-Systeme"", ""Ticketrollen für das Warteschlangenmanagement"", ""Touchscreen-Kasse"", ""Management-Software"", ""Touch-Screen-Bedienpanels"", ""Touch-Screen-Systeme"", ""Berührungs-Bildschirm"", ""Touch-Screen-Kasse"", ""Touchscreen-Display"", ""Handlinggerät"", ""Touch-Screen-Display"", ""Kiosk-Terminal""]",607466,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
e2f27b74-ed19-4e0e-804f-7c44f6b035bf,Microtouch solo,"Das Microtouch solo ist ein digitales Dispensersystem, das bis zu zwei Dienste verwalten kann. Mit seiner benutzerfreundlichen Oberfläche und der Möglichkeit, Fotoslider zu integrieren, bietet es eine moderne Lösung für Unternehmen, die ihre Kundenbetreuung verbessern möchten. Die einfache Installation und der geringe Wartungsaufwand machen es zu einer beliebten Wahl für viele Unternehmen. Die Möglichkeit, mehrere Dienste gleichzeitig zu verwalten und die Kundenbetreuung zu optimieren, macht es zu einer umfassenden Lösung für Unternehmen, die ihre Effizienz steigern möchten.","[""Touchscreen-Monitor"", ""Software für Touch-Screen-Systeme"", ""System für die Verwaltung von Warteschlangen"", ""Touch-Screen-Systeme"", ""Handlinggerät"", ""Anrufmanagement-Software"", ""Ticketrollen für das Warteschlangenmanagement"", ""Berührungs-Bildschirm"", ""Touchscreen-Display"", ""Touch-Screen-Display"", ""Touchscreen-Kasse"", ""Touch-Screen-Bedienpanels"", ""Handling-Gerät"", ""Softwares für Gerätesteuerung"", ""Software für Gerätesteuerung""]",607466,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
5ac0cbed-8143-4c09-9430-89496fd93453,Q-lebensmittel,"Das Q-lebensmittel-System ist eine innovative multimediale Lösung zur Anzeige von Bestellnummern in Food-Bereichen. Es bietet eine effiziente Möglichkeit, Kunden darüber zu informieren, dass ihre Bestellung zur Abholung bereitsteht. Mit seiner benutzerfreundlichen Oberfläche und der Möglichkeit, multimediale Inhalte zu integrieren, bietet es eine moderne Lösung für Unternehmen, die ihre Kundenbetreuung verbessern möchten. Die einfache Installation und der geringe Wartungsaufwand machen es zu einer beliebten Wahl für viele Unternehmen im Food-Bereich.","[""Lebensmittel-Gewerbe"", ""Lebensmittelgewerbe"", ""Lebensmittel, sonstige"", ""Lebensmittel, vegetarische"", ""Lebensmittel"", ""Lebensmittelspezialitäten"", ""Lebensmittel-Anlagen"", ""Lebensmittelprodukt"", ""Lebensmittel, italienische"", ""Lebensmittel, vegane"", ""Nahrungsmittelprodukte für Großküchen"", ""Lebensmittel, skandinavische"", ""Lebens-Mittel"", ""Lebensmittel, glutenfreie"", ""Nahrungsmittel mit Qualität""]",610612,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
5d78d2fd-c249-42a7-bc13-3eb6db8c3a79,Drehsystem multipunkt,"Das Drehsystem multipunkt ist ein vielseitiges Warteschlangensystem, das sowohl für Einzel- als auch für Mehrfachdienste geeignet ist. Mit seiner Fähigkeit, mehrere Schalter und Räume gleichzeitig zu verwalten, bietet es eine umfassende Lösung für Unternehmen, die ihre Effizienz steigern möchten. Die robuste Bauweise und die einfache Installation machen es zu einer beliebten Wahl für viele Unternehmen. Die Möglichkeit, verschiedene Dienste gleichzeitig zu verwalten und die Kundenbetreuung zu optimieren, macht es zu einer idealen Wahl für große Organisationen.","[""System für die Verwaltung von Warteschlangen"", ""Ticketrollen für das Warteschlangenmanagement"", ""Prozessleitsystem, digital"", ""elektronische Systeme zur Vermeidung von Warteschlangen"", ""Drehscheiben"", ""Prozessleitsystem"", ""Prozessleitsysteme, digital"", ""Prozessleitsysteme"", ""Prozessleitsystem, digitale"", ""Drehkreuze für Zugangsmanagement"", ""Positioniersysteme, automatische"", ""Lok-Drehscheiben"", ""Prozessleitsysteme, digitale"", ""Positioniersysteme"", ""Prozess-Leitsysteme""]",612753,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
ed606624-38be-4b0c-8606-12d377bd8c56,Il regolacode monopunkt,"Das Il regolacode monopunkt ist ein elektronisches Anzeigesystem zur Anzeige der fortlaufenden Nummer in Warteschlangen. Es bietet eine einfache und effektive Lösung zur Verwaltung von Warteschlangen in Umgebungen mit einem einzigen Dienst. Mit seiner benutzerfreundlichen Oberfläche und der Möglichkeit, die Kundenbetreuung zu optimieren, bietet es eine umfassende Lösung für Unternehmen, die ihre Effizienz steigern möchten. Die einfache Installation und der geringe Wartungsaufwand machen es zu einer beliebten Wahl für viele Unternehmen.","[""System für die Verwaltung von Warteschlangen"", ""Ticketrollen für das Warteschlangenmanagement"", ""elektronische Systeme zur Vermeidung von Warteschlangen"", ""Prozessregler"", ""Bahnzugregler"", ""Regelgerät"", ""Info-Schalter"", ""Massedurchflussregler"", ""Schalt-Regler"", ""Regel-Gerät"", ""Bahnlaufregler"", ""Massedurchfluss-Regler"", ""Steuerungs-Programm"", ""Leitungs-Verwaltung"", ""Leitungsverwaltung""]",614162,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
6470d3e8-8225-436b-b36d-00a652f7b660,Il regolacode multipunkt,"Das Il regolacode multipunkt ist ein elektronisches Anzeigesystem zur Verwaltung von Warteschlangen in Umgebungen mit mehreren Diensten. Es bietet eine einfache und effektive Lösung zur Verwaltung von Warteschlangen in Umgebungen mit mehreren Schaltern oder Räumen. Mit seiner benutzerfreundlichen Oberfläche und der Möglichkeit, die Kundenbetreuung zu optimieren, bietet es eine umfassende Lösung für Unternehmen, die ihre Effizienz steigern möchten. Die einfache Installation und der geringe Wartungsaufwand machen es zu einer beliebten Wahl für viele Unternehmen.","[""System für die Verwaltung von Warteschlangen"", ""Ticketrollen für das Warteschlangenmanagement"", ""elektronische Systeme zur Vermeidung von Warteschlangen"", ""Massedurchflussregler"", ""Massedurchfluss-Regler"", ""Mehrkanalregler"", ""Massendurchflussregelung"", ""Bahnzugregler"", ""Netzwerkmanagement"", ""Massendurchfluss-Regler"", ""Prozessregler"", ""Massendurchfluss-Regelung"", ""Multi-Messgerät"", ""Info-Schalter"", ""Massendurchflussregler""]",614143,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,3bfa1bcf-d2d6-46e7-8036-9ba6af51a37e,SUCCESS,2025-12-09 09:23:46.951922,https://www.visel.it/it/
